Name,Prem City,Prem State,Map color,Alt Telephone,Aphis Livestock Market Id,Contact,Mail City,Mail State,Mail Zip,Mailing Address,Name,Prem Address,Prem City,Prem State,Primary Telephone,Latitude (generated),Longitude (generated)
Red Oak Livestock Market,Red Oak,IA,Services Offered,712-623-2531,IA153,Donald Wolfe,Red Oak,IA,51566,1511 200th Street,Red Oak Livestock Market,1511 200th Street,Red Oak,IA,712-623-2531,41.0097,-95.2255
"RBF, LLC dba Crittenden County Livestock Auction",Marion,KY,Services Offered,,KY147,Danny Fulkerson,Mayfield,KY,42066,P.O. Box 770,"RBF, LLC dba Crittenden County Livestock Auction",1781 Hwy 60 East,Marion,KY,270-965-0923,37.3328,-88.0811
"Raywood Livestock Market, Inc.",Raywood,TX,Services Offered,,TX108,Kory Brett,Raywood,TX,77582,P.O. Box 218,"Raywood Livestock Market, Inc.",14810 E. Hwy 90,Raywood,TX,,30.0419,-94.6721
Rafter O Livestock Auctions,Mayfield,KY,Services Offered,,KY1007,Sally Overcast,Boaz,KY,42027,510 Dunaway Lane,Rafter O Livestock Auctions,91 E. Vaughn Road,Mayfield,KY,(270)559-2523,36.7414,-88.6353
Racking L Horse Sales LLC,Moulton,AL,Services Offered,,AL1002,Brittany Little,Mt Hope,AL,35651,370 County Road 460,Racking L Horse Sales LLC,13130 Highway 157,Moulton,AL,(256)221-4334,34.4818,-87.2919
"R.M. Auction Company, DBA Franklin",Franklin,KY,Services Offered,,KY116,Ricky Kepley,Franklin,KY,42135,P.O. Box 1013,"R.M. Auction Company, DBA Franklin",Hwy 31 W South/1011 Nashville Road,Franklin,KY,270-647-1549,36.7223,-86.5772
R5 Horse Auction,Shirley,AR,Services Offered,,AR1028,Neal Ragsdale,Shirley,AR,72153,943 Stagecoach Road,R5 Horse Auction,943 Stagecoach Road,Shirley,AR,,35.6562,-92.3193
R Livestock Connection LLC,Monroe,UT,Services Offered,435-979-9937,UT015,Scott Robins,Monroe,UT,84754,3755 N Hwy 118,R Livestock Connection LLC,3755 N Hwy 118,Monroe,UT,435-527-4226,38.63,-112.1208
"R & R Livestock, LLC",Montgomery,IN,Services Offered,,IN304,Rick Teverbaugjh,Montgomery,IN,47558,7799 E 300 N,"R & R Livestock, LLC",7799 E 300 N,Montgomery,IN,317-442-2705,38.6625,-87.0461
R & R Goat and Livestock Auction,Swainsboro,GA,Services Offered,,GA1026,Karen K. Claxton,Kite,GA,31049,1412 Minton Chapel Road,R & R Goat and Livestock Auction,560 GA Highway 56 N,Swainsboro,GA,(478)455-4765,32.5974,-82.3337
Purcell Livestock Auction,Purcell,OK,Services Offered,,OK074,C.T. Stallings,Purcell,OK,73080,P.O. Box 1221,Purcell Livestock Auction,729 South 6th Avenue,Purcell,OK,405-527-6735,35.0137,-97.3611
Pulaski Livestock Market,Dublin,VA,Services Offered,,VA016,Joe Meek,Dublin,VA,24084,P.O. Box 370,Pulaski Livestock Market,5509 Banks Avenue,Dublin,VA,540-674-5311,37.1057,-80.6853
"Pulaski County Stockyard, Inc.",Hawkinsville,GA,Services Offered,,GA1025,JOHN S WALKER,Hawkinsville,GA,31036,PO Box 594,"Pulaski County Stockyard, Inc.",1 Houston Street,Hawkinsville,GA,(478)892-9071,32.2839,-83.472
Public Auction Yards,Billings,MT,Services Offered,,MT005,Robert B. Cook,Billings,MT,59102,P.O. Box 1781,Public Auction Yards,18th and Minnesota,Billings,MT,406-245-6447,45.7875,-108.4961
Pruitt’s Mid State Stockyards,Damascus,AR,Services Offered,,AR1010,Lane Pruitt,Damascus,,72039,16867 Hwy 65,Pruitt’s Mid State Stockyards,16867 Hwy 65,Damascus,AR,(501)335-7051,35.3673,-92.4096
Producers Salina Auction,Salina,UT,Services Offered,801-529-3842,UT006,Bob Bagley,Salina,UT,84654,P.O. Box 105,Producers Salina Auction,207 S 800 W,Salina,UT,435-529-7437,38.9577,-111.8599
Producers Livestock Marketing Association,Jerome,ID,Services Offered,,ID015,Ike Muir,Jerome,ID,83338,P.O. Box 380,Producers Livestock Marketing Association,11 South 100 West,Jerome,ID,208-324-4345,42.7023,-114.2867
Producers Livestock Marketing Association,Greeley,CO,Services Offered,,CO069,Bradley W. Jones,Greeley,CO,80631,711 O Street,Producers Livestock Marketing Association,711 O Street,Greeley,CO,970-353-4121,40.4233,-104.7091
Producers Livestock Auction,San Angelo,TX,Services Offered,,TX097,Charles Christensen,San Angelo,TX,76902,P.O. Box 511,Producers Livestock Auction,1131 North Bell Street,San Angelo,TX,325-653-3371,31.4648,-100.4398
Producer's Livestock Marketing Assn,Vale,OR,Services Offered,541-212-1587,OR011,Json Johnson,Vale,OR,97918,P.O. Box 67,Producer's Livestock Marketing Assn,670 John Day Highway,Vale,OR,541-473-3136,43.9821,-117.2382
PRM Livestock dba Arthur Sale Barn,Arthur,IL,Services Offered,,IL281,Dr. Paul Marx,Arthur,IL,61911,P.O. Box 321,PRM Livestock dba Arthur Sale Barn,1204 N. Vine St.,Arthur,IL,217-543-3255,39.7148,-88.4723
"Preston Farmers Market, Inc.",Terra Alta,WV,Services Offered,,WV1007,Kenny Pomeroy,Terra Alta,WV,26764,PO Box 45,"Preston Farmers Market, Inc.",345 Sanders St,Terra Alta,WV,(304)789-2788,39.4457,-79.5466
"Prestige Horse Sales, LLC",Shelbyville,TN,Services Offered,,TN1017,Chris Elliott,Tuscumbia,AL,35674,1204 Frankfort Rd,"Prestige Horse Sales, LLC",2395 Hwy 64 East,Shelbyville,TN,(256)856-5481,35.4834,-86.4603
Prestage Foods of Iowa,Eagle Grove,IA,Services Offered,,IA472,Eric Hogle,Eagle Grove,IA,50533,3183 Hwy 17,Prestage Foods of Iowa,3183 Hwy 17,Eagle Grove,IA,515-448-2751,42.6641,-93.9044
Presho Livestock Auction LLC,Presho,SD,Services Offered,,SD1012,Cody Volmer,Presho,SD,57568,P.O. Box 454,Presho Livestock Auction LLC,24174 305th Avenue,Presho,SD,(605)895-2553,43.9097,-100.0587
Prescott Livestock Auction,Chino Valley,AZ,Services Offered,626-862-2859,AZ005,Tyson Boesch,Chino Valley,AZ,86323,855 Auction Road,Prescott Livestock Auction,855 Auction Road,Chino Valley,AZ,928-445-9571,34.7575,-112.4538
Premier Livestock and Auctions,Withee,WI,Services Offered,,WI069,Ken Stauffer,Withee,WI,54498,N13438 State Hwy 73,Premier Livestock and Auctions,N13438 State Hwy 73,Withee,WI,715-559-8232,44.9564,-90.5976
Pratt Livestock,Pratt,KS,Services Offered,,KS197,Mark Winter & Mike Lewis,Pratt,KS,67124,30274 E. Highway 54,Pratt Livestock,30274 East Highway 54,Pratt,KS,620-672-5961,37.6281,-98.7485
Prague Livestock Auction,Prague,OK,Services Offered,,OK1020,william forney,Prague,,74864,101597 OK-99,Prague Livestock Auction,101597 OK-99,Prague,OK,,35.4867,-96.685
"Powell Livestock, Inc.",Smithfield,NC,Services Offered,919-934-8090,NC053,"Hugh B. Powell, Jr.",Smithfield,NC,27577,P.O. Box 636,"Powell Livestock, Inc.",275 Packing Plant Road,Smithfield,NC,919-934-8090,35.5086,-78.3393
"Potosi Livestock Market c/o B&B Livestock Auctions, LLC",Cadet,MO,Services Offered,,MO1066,Brittany Garcia,Bourbon,MO,65441,308 Spruce St,"Potosi Livestock Market c/o B&B Livestock Auctions, LLC",13047 N. Hwy 21,Cadet,MO,(573)289-1873,37.9876,-90.6885
Poor Boy Livestock Auction,Wister,OK,Services Offered,,OK1019,Tanner Ward,wister,,74966,P.O Box 100,Poor Boy Livestock Auction,27926 hwy 270,Wister,OK,,34.9673,-94.7247
Pontotoc Stockyard,Pontotoc,MS,Services Offered,,MS039,Ron Herndon,Pontotoc,MS,38863,568 Rocky Ford Road,Pontotoc Stockyard,568 Rocky Ford Road,Pontotoc,MS,662-489-4385,34.2115,-89.0383
Pocahontas Producers Co-op Assn,Marlinton,WV,Services Offered,,WV1006,Greg Hamons,Marlinton,WV,24954,PO Box 156,Pocahontas Producers Co-op Assn,701 Fairground Rd,Marlinton,WV,(304)799-6593,38.2235,-80.0945
Pocahontas Livestock Auction Barn Inc.,Pocahontas,AR,Services Offered,,AR1022,Mike Nix,Ash Flat,,72513,PO Box 5,Pocahontas Livestock Auction Barn Inc.,706 Townsend Ln,Pocahontas,AR,(870)892-4561,36.2612,-90.9711
Platte Valley Livestock,Gering,NE,Services Offered,,NE063,Jerry Weekes,Gering,NE,69341,815 Morrison Rd,Platte Valley Livestock,815 Morrison Rd,Gering,NE,308-436-2192,41.8258,-103.6605
"Pipestone Livestock Auction Market, Inc.",Pipestone,MN,Services Offered,,MN075,Brian Schneider,Pipestone,MN,56164,1500 7th Street SE,"Pipestone Livestock Auction Market, Inc.",1500 7th Street SE,Pipestone,MN,507-825-3306,44.0006,-96.3175
Pine Ridge Farms,Des Moines,IA,Services Offered,,IA441,Craig Harvey,Des Moines,IA,50317,1801 Maury Street,Pine Ridge Farms,1801 Maury Street,Des Moines,IA,515-203-5429,41.5911,-93.6037
Pike Amish Community School Sale,Bowling Green,MO,Services Offered,,MO562,Marcus Eicher,Bowling Green,MO,63334,8778 Pike 478,Pike Amish Community School Sale,8778 Pike 478,Bowling Green,MO,573-324-9990,39.342,-91.1951
Piedmont Virginia Consignment Auction,Buckingham,VA,Services Offered,,VA1023,Aaron fisher esh,Dillwyn,VA,23936,233 Saint Andrews Road,Piedmont Virginia Consignment Auction,11851 W James Anderson Hwy,Buckingham,VA,(434)414-1220,37.5559,-78.5547
Phillips & Sons Leavenworth Livestock Auction,Linwood,KS,Services Offered,,KS1035,Bennie Phillips,Linwood,,66052,18258 Linwood Rd,Phillips & Sons Leavenworth Livestock Auction,18258 Linwood Rd,Linwood,KS,(913)927-8570,39.0014,-95.0391
"Philip Livestock Market, LLC.",Philip,SD,Services Offered,,SD1008,Casey and April Slovek,Philip,SD,57567,PO BOX 875,"Philip Livestock Market, LLC.",607 E. Pleasant Street,Philip,SD,(605)859-2577,44.0394,-101.6651
Perham Stockyards,Perham,MN,Services Offered,,MN1004,Mitch Barthel,Perham,MN,56573,PO Box 173,Perham Stockyards,45240 Co Hwy 80 E.,Perham,MN,(218)346-3415,46.5944,-95.5725
Peoples Livestock Auction,Houston,MS,Services Offered,,MS021,Tom Hodge,Houston,MS,38851,959 Highway 8 West,Peoples Livestock Auction,959 Highway 8 West,Houston,MS,662-456-3018,33.8984,-88.9992
Pennsylvania Livestock Auction,Waynesburg,PA,Services Offered,,PA1022,Patricia A. Friend,Waynesburg,PA,15370,P.o. Box 432,Pennsylvania Livestock Auction,566 West High Street,Waynesburg,PA,(724)627-9585,39.8965,-80.1792
Penns Valley Livestock Market,Centre Hall,PA,Services Offered,,PA075,Darlene Bierly,Centre Hall,PA,16828,2925 Penns Valley Pike,Penns Valley Livestock Market,2925 Penns Valley Pike,Centre Hall,PA,814-364-1796,40.8476,-77.6861
"Pender Livestock, Inc.",Pender,NE,Services Offered,,NE119,Clarence Beutler & Mike Beutler,Pender,NE,68047,P.O. Box 88,"Pender Livestock, Inc.",211 South 1st St.,Pender,NE,402-385-3039,42.1142,-96.7073
Payne County Stockyards,Perkins,OK,Services Offered,,OK142,Nelson Plummer,Perkins,OK,74059,P.O. Box 613,Payne County Stockyards,2405 West 116th Street,Perkins,OK,,35.9741,-97.0338
Pawnee Livestock Sales,Pawnee,OK,Services Offered,,OK1007,Buddy Bledsoe,Pawnee,OK,74058,P.O. Box 490,Pawnee Livestock Sales,Highway 64 West,Pawnee,OK,,36.3384,-96.8032
"Pavy Stockyard, Inc.",Greensburg,IN,Services Offered,,IN100,Alan Meyer,Greensburg,IN,47240,324 West McKee Street,"Pavy Stockyard, Inc.",324 West McKee Street,Greensburg,IN,812-663-4611,39.3373,-85.4836
Patton Junction L/S Auction,Patton,MO,Services Offered,,MO260,Wayne Sharrock,Patton,MO,63662,P.O. Box 49,Patton Junction L/S Auction,Highway 72 East,Patton,MO,573-866-3366,37.5023,-90.0134
"Parsons Livestock Auction, LLC",Parsons,KS,Services Offered,,KS212,Wade Dillinger,Parsons,KS,67357,25012 N. Hwy 59,"Parsons Livestock Auction, LLC",25012 N. Hwy 59,Parsons,KS,,37.3408,-95.2596
Parks of Nebraska LLC  Fremont,Fremont,NE,Services Offered,,NE1006,Mark Wright,Fremont,NE,68025,725 Scheider Street  LLC   Fremont,Parks of Nebraska LLC  Fremont,725 Scheider Street    Box 628,Fremont,NE,(402)317-3197,41.4338,-96.4985
Parks of Nebraska,Humphrey,NE,Services Offered,402-360-0052,NE172,Kevin Nolan,Humphrey,NE,68642,46700 US Hwy 81,Parks of Nebraska,46700 US Hwy 81,Humphrey,NE,402-923-9344,41.6917,-97.4845
Parks of Minnesota,Welcome,MN,Services Offered,,MN121,Ricky R. Smith,Welcome,MN,58181,1435 130th Avenue,Parks of Minnesota,1435 130th Avenue,Welcome,MN,507-728-8872,43.6671,-94.6188
Parks of Iowa LC - Westside,Westside,IA,Services Offered,,IA1015,Jeff Perrin,Westside,IA,51467,PO Box 153,Parks of Iowa LC - Westside,330 400th Street,Westside,IA,(712)663-4382,42.0592,-95.098
Parks of Iowa LC - Storm Lake,Storm Lake,IA,Services Offered,,IA1018,Parks Of Iowa LC,Storm Lake,IA,50588,1313 615th Street,Parks of Iowa LC - Storm Lake,1313 615th Street,Storm Lake,IA,(712)660-3808,42.6411,-95.2097
Parks of Iowa LC - St. Joseph,St. Joseph,MO,Services Offered,,MO1083,Jim Kobett,St. Joseph,MO,64504,4515 Packers Ave./Stockyards Expwy.,Parks of Iowa LC - St. Joseph,4515 Packers Ave./Stockyards Expwy.,St. Joseph,MO,,39.7686,-94.8466
Parks of Iowa LC - Sioux City,Sioux City,IA,Services Offered,,IA1016,Kevin Sievers,Sioux City,IA,51111,2601 Boulevard of Champions,Parks of Iowa LC - Sioux City,2601 Boulevard of Champions,Sioux City,IA,(712)252-1160,42.4967,-96.4059
Parks of Iowa LC - Manchester,Manchester,IA,Services Offered,,IA1021,Brandon Block,Delhi,IA,52223,P.O. Box 23,Parks of Iowa LC - Manchester,1971 255th Street,Manchester,IA,(563)599-2879,42.4842,-91.4554
Parks of Iowa LC - La Porte City,La Porte City,IA,Services Offered,,IA1020,Wayne Hosch,La Porte City,IA,50651,402 8th Street,Parks of Iowa LC - La Porte City,402 8th Street,La Porte City,IA,(319)342-2002,42.315,-92.1921
Parks of Iowa LC - Des Moines,Des Moines,IA,Services Offered,,IA1017,Casey Gwinn,Des Moines,IA,50317,1997 Maury Street,Parks of Iowa LC - Des Moines,1997 Maury Street,Des Moines,IA,(515)262-5671,41.5911,-93.6037
Parks of Iowa L.C,Ottumwa,IA,Services Offered,641-684-6321,IA398,Scott Williams,Ottumwa,IA,52501,2 K Avenue,Parks of Iowa L.C,2 K Avenue,Ottumwa,IA,641-684-6321,41.02,-92.4113
Parks of Iowa,Newell,IA,Services Offered,,IA415,Jamie Adams,Newell,IA,50568,394 W. Highway 7,Parks of Iowa,394 W. Highway 7,Newell,IA,712-272-3222,42.6055,-95.0028
Parks of Iowa,Ellsworth,IA,Services Offered,888-420-4647,IA295,Raymond Schnettgoecke,Ellsworth,IA,50075,3027 270th Street,Parks of Iowa,3027 270th Street,Ellsworth,IA,888-420-4647,42.3129,-93.5786
PARKS LIVESTOCK/GUYMON OK,Guymon,OK,Services Offered,,OK1027,PAT CROSBY,GUYMON,OK,73942,PO BOX 127 I,PARKS LIVESTOCK/GUYMON OK,1991 33RD MILE RD,Guymon,OK,(580)338-6880,36.6828,-101.4815
Paris Stockyards,Paris,KY,Services Offered,,KY143,Craig Taylor,Paris,KY,40361,1120 Millersberg Road,Paris Stockyards,1120 Millersburg Road,Paris,KY,859-987-1977,38.2098,-84.253
Paris Livestock LLC,Paris,TX,Services Offered,,TX127,Mark Nation,Paris,TX,75462,3320 US Hwy 82 East,Paris Livestock LLC,3320 US Hwy 82 East,Paris,TX,,33.6618,-95.5555
"Paola Livestock Auction, Inc.",Paola,KS,Services Offered,,KS1011,Josh Bourquin,Paola,KS,66071,PO Box 251,"Paola Livestock Auction, Inc.",26701 Eagle Drive,Paola,KS,(913)294-3335,38.5723,-94.8786
Panola Livestock Co.,Carthage,TX,Services Offered,,TX090,Randy Lowry,Carthage,TX,75633,1834 U.S. Highway 79 N,Panola Livestock Co.,1934 US Hwy.79 N.,Carthage,TX,903-693-6361,32.157,-94.3381
Palmyra Livestock Market,Palmyra,NE,Services Offered,402-890-2447,NE198,Bradley C. Steinhoff,Palmyra,NE,68418,915 Highway 2,Palmyra Livestock Market,915 Hwy 2,Palmyra,NE,402-780-5858,40.7044,-96.3875
PA Leone Livestock,Frankfort,NY,Services Offered,,NY1003,PA Leone. 11/9/2021,Rome,NY,13340,5721 Eureka rd,PA Leone Livestock,Route 5 3493 Southside Rd,Frankfort,NY,(315)895-8476,43.039,-75.0704
P&G Livestock and Poultry Auction,Hanceville,AL,Services Offered,,AL102,Justin Garrison,Hanceville,AL,35077,203 County Road 591,P&G Livestock and Poultry Auction,203 County Road 591,Hanceville,AL,256-302-7218,34.0607,-86.7675
Ozark Regional Stockyards,West Plains,MO,Services Offered,,MO448,Randy Hoover,West Plains,MO,65775,P.O. Box 928,Ozark Regional Stockyards,3426 N. Highway 63,West Plains,MO,417-256-0222,36.7282,-91.8526
Oxford Sale Barn,Oxford,IA,Services Offered,,IA206,"Chuck cochran, Tom Cochran",Oxford,IA,52322,1457 Salebarn Road,Oxford Sale Barn,1457 Salebarn Road,Oxford,IA,319-628-4485,41.7233,-91.7905
Owen-Monroe Feeder Association,Gosport,IN,Services Offered,812-876-4951,IN091,Lester Mobley,Gosport,IN,47433,9646 West Henick Road,Owen-Monroe Feeder Association,9646 West Henick Road,Gosport,IN,812-876-4951,39.3509,-86.6669
Overland Stockyard,Hanford,CA,Services Offered,,CA022,Doug Belezuoli,Hanford,CA,93230,10565 9th Avenue,Overland Stockyard,10565 9th Avenue,Hanford,CA,559-582-0404,36.3275,-119.6457
Overbrook Stockyards LLC,Overbrook,OK,Services Offered,,OK1025,Eric Smith,Overbrook,OK,73453,283 Lodge Road,Overbrook Stockyards LLC,283 Lodge Road,Overbrook,OK,,34.0673,-97.1411
Overbrook Livestock Commission Company,Overbrook,KS,Services Offered,,KS1022,Scott Bronoski,,KS,66524,PO Box 252,Overbrook Livestock Commission Company,305 N1st Rd,Overbrook,KS,(785)665-7181,38.7806,-95.5572
Ouachita Livestock Market,Ola,AR,Services Offered,,AR1027,Three Harris,Pottsville,AR,72858,P.O. Box 359,Ouachita Livestock Market,12115 Highway 7 North,Ola,AR,(479)489-5415,35.0323,-93.2232
"Osborne Producers, LLC dba Osborne Livestock Comm.",Osborne,KS,Services Offered,,KS1031,Rod Cameron,Osborne,,67473,PO Box 282,"Osborne Producers, LLC dba Osborne Livestock Comm.",601 West Adams,Osborne,KS,(785)346-2351,39.4389,-98.6948
"Osborne Producers, LLC",Osborne,KS,Services Offered,,KS211,Rod Cameron,Osborne,KS,67473,600 West Adams,"Osborne Producers, LLC",600 West Adams,Osborne,KS,785-346-2351,39.4389,-98.6948
Osborn Livestock Auction,Osborn,MO,Services Offered,,MO1041,Jill Minter,Osborn,,64474,P.O. Box 66,Osborn Livestock Auction,1387 SE Highway 36,Osborn,MO,(816)977-1693,39.7472,-94.3552
"Orland Livestock Commission Yard, Inc.",Orland,CA,Services Offered,,CA021,Wade Lacque,Orland,CA,95963,P.O. Box 96,"Orland Livestock Commission Yard, Inc.",3877 County Road 99 W,Orland,CA,530-865-4527,39.7471,-122.1911
"Orangeburg Stockyard, Inc.",Orangeburg,SC,Services Offered,803-534-5290,SC038,Craig Whisenhunt,Orangeburg,SC,29116,P.O. Box 832,"Orangeburg Stockyard, Inc.",805 Whaley Street,Orangeburg,SC,803-534-5290,33.4918,-80.8556
Opp Stockyard,Opp,AL,Services Offered,,AL1001,Linda Alford,Opp,AL,36467,P.O Box 1001,Opp Stockyard,915 Florala Highway 331 South,Opp,AL,(334)493-4568,31.2827,-86.2555
"Olean Regional Stockyards, LLC",Olean,MO,Services Offered,,MO1065,Morgan Roberts,Eldon,MO,65026,P.O. Box 14,"Olean Regional Stockyards, LLC",56 Highway FF,Olean,MO,(573)392-4138,38.4109,-92.5294
"Ola Livestock Auction, LLC",Danville,AR,Services Offered,,AR1023,Billy (Three) Harris III,Pottsville,AR,72858,P.O. Box 359,"Ola Livestock Auction, LLC",12115 Hwy 7 N,Danville,AR,(479)489-5418,35.054,-93.3935
Okmulgee Livestock Auction,Okmulgee,OK,Services Offered,,OK1022,Blaze Simonson,Okmulgee,,74447,13449 Birch Rd,Okmulgee Livestock Auction,13449 Birch Rd,Okmulgee,OK,,35.6677,-95.969
Oklahoma National Stockyards,Oklahoma City,OK,Services Offered,,OK060,"Robert J. Fisher, Jr.",Oklahoma City,OK,73108,"2501 Exchange Ave, Room 107",Oklahoma National Stockyards,2501 Exchange Avenue,Oklahoma City,OK,405-235-8675,35.473,-97.5171
Okeechobee Livestock Market,Okeechobee,FL,Services Offered,,FL1005,Matt Clemons,Okeechobee,,34973,P.O. Box 1288,Okeechobee Livestock Market,1055 Highway 98 North,Okeechobee,FL,(863)763-3127,27.2439,-80.8298
"OKC West Livestock Market, Inc.",El Reno,OK,Services Offered,,OK026,Bill Barnhart,El Reno,OK,73036,7200 E. Highway 66,"OKC West Livestock Market, Inc.",7200 E. Highway 66,El Reno,OK,405-262-8800,35.5322,-97.9551
OK Cow Sales,Chickasha,OK,Services Offered,,OK099,Jon Brown,Chickasha,OK,73023,P.O. Box 1537,OK Cow Sales,3401 N. Old Highway 81,Chickasha,OK,405-224-7721,35.0526,-97.9364
Ogallala Livestock Auction Market,Ogallala,NE,Services Offered,,NE220,Abbie Nordhausen,Ogallala,NE,69153,1507 W 1st Street,Ogallala Livestock Auction Market,1507 W 1st Street,Ogallala,NE,308-284-2071,41.1284,-101.7193
"Ocala Stockyard, LLC",Ocala,FL,Services Offered,,FL019,Burton Bellamy,Lowell,FL,32663,P.O. Box 539,"Ocala Stockyard, LLC",9100 NW CR 25A,Ocala,FL,352-732-4454,29.1872,-82.1401
Oberlin Livestock Auction,Oberlin,KS,Services Offered,,*,Jerry Fortin,Oberlin,KS,67749,*,Oberlin Livestock Auction,*,Oberlin,KS,*,39.8183,-100.5282
Oberholtzer Auctions,Thorp,WI,Services Offered,,WI1003,John W. Oberholtzer,Thorp,,54771,N15518 State Road 73,Oberholtzer Auctions,N15518 State Road 73,Thorp,WI,(715)255-9600,44.9611,-90.7999
O'Possum Hollow Livestock,Smithville,TN,Services Offered,,TN162,Johnny Wayne Barnes,Smithville,TN,37166,7646 Bluff Springs Road,O'Possum Hollow Livestock,7646 Bluff Springs Road,Smithville,TN,931-934-6287,35.9606,-85.8142
Norwood Producers Auction Yards,Norwood,MO,Services Offered,,MO238,Brian Hoover,West Plains,MO,65775,P.O. Box 847,Norwood Producers Auction Yards,1910 South Highway East,Norwood,MO,417-746-4105,37.1084,-92.4149
"Norton Livestock Market, Inc.",Norton,KS,Services Offered,,KS1012,Kelly Tien,Noton,KS,67654,PO Box 371,"Norton Livestock Market, Inc.",10999 Rd E1,Norton,KS,(785)877-5161,39.7945,-99.91
Northwestern Livestock Commission Co,Hermiston,OR,Services Offered,541-561-4267,OR002,Jeff/Amy Coelho,Hermiston,OR,97838,P.O. Box 134,Northwestern Livestock Commission Co,28871 NW Livestock Rd,Hermiston,OR,541-567-6649,45.8404,-119.2895
Northwest Alabama Livestock,Russellville,AL,Services Offered,,AL071,Carl Rickie Behel,Russellville,AL,35653,P.O. Box 459,Northwest Alabama Livestock,14330 Highway 243 S.,Russellville,AL,256-332-3323,34.5067,-87.7294
